"","SOCMAIN","SOC2KM","from","to"
"242",120,1152,0.723246272968913,0.76782618744944
"243",120,1161,0.76782618744944,0.773272275511383
"244",120,1163,0.773272275511383,0.784698948341616
"245",120,2131,0.784698948341616,0.797642436149312
"246",120,2211,0.797642436149312,0.803695250202242
"247",120,2421,0.803695250202242,0.894920836704033
"248",120,2423,0.894920836704033,0.900626950190685
"249",120,3114,0.900626950190685,0.907763203513232
"250",120,3534,0.907763203513232,0.927135097653993
"251",120,3537,0.927135097653993,0.938821795908933
"252",120,3539,0.938821795908933,0.951779729573558
"253",120,4122,0.951779729573558,0.972914018259563
"254",120,4123,0.972914018259563,0.978865711313995
"255",120,4150,0.978865711313995,0.991188027273778
"256",120,5315,0.991188027273778,1
"257",121,1111,0,0.00156493894731773
"258",121,1112,0.00156493894731773,0.00627981910910835
"259",121,1114,0.00627981910910835,0.00970262147336996
"260",121,1121,0.00970262147336996,0.0517031752209975
"261",121,1122,0.0517031752209975,0.0744429419247144
"262",121,1131,0.0744429419247144,0.090361179883713
"263",121,1132,0.090361179883713,0.512505467254656
"264",121,1133,0.512505467254656,0.514194798784965
"265",121,1134,0.514194798784965,0.521606189132903
"266",121,1135,0.521606189132903,0.533226863982729
"267",121,1136,0.533226863982729,0.546966225407386
"268",121,1137,0.546966225407386,0.553205917876819
"269",121,1142,0.553205917876819,0.570135347155623
"270",121,1151,0.570135347155623,0.576046001179723
"271",121,1152,0.576046001179723,0.59238155619134
"272",121,1161,0.59238155619134,0.59880181853931
"273",121,1162,0.59880181853931,0.602954925745653
"274",121,1163,0.602954925745653,0.682899229969785
"275",121,1181,0.682899229969785,0.684801232690371
"276",121,1211,0.684801232690371,0.686394260285461
"277",121,1225,0.686394260285461,0.688236073046535
"278",121,1231,0.688236073046535,0.691775242665853
"279",121,1234,0.691775242665853,0.699006063135255
"280",121,1239,0.699006063135255,0.711946904430382
"281",121,2111,0.711946904430382,0.713756615879716
"282",121,2128,0.713756615879716,0.715762947863457
"283",121,2129,0.715762947863457,0.718595888624499
"284",121,2131,0.718595888624499,0.7200765616285
"285",121,2132,0.7200765616285,0.722303590130452
"286",121,2313,0.722303590130452,0.723972858340924
"287",121,2315,0.723972858340924,0.725770531798356
"288",121,2423,0.725770531798356,0.727387635377251
"289",121,3131,0.727387635377251,0.728892384365056
"290",121,3232,0.728892384365056,0.732435566648342
"291",121,3416,0.732435566648342,0.73388815100457
"292",121,3421,0.73388815100457,0.73936944998415
"293",121,3431,0.73936944998415,0.741524250534687
"294",121,3514,0.741524250534687,0.743153392105485
"295",121,3531,0.743153392105485,0.745039344170201
"296",121,3532,0.745039344170201,0.746540080494039
"297",121,3534,0.746540080494039,0.75063299774087
"298",121,3539,0.75063299774087,0.763714282274859
"299",121,3541,0.763714282274859,0.771563052995253
"300",121,3542,0.771563052995253,0.872317032554743
"301",121,3543,0.872317032554743,0.931780699888849
"302",121,3544,0.931780699888849,0.933281436212687
"303",121,3562,0.933281436212687,0.934970767742997
"304",121,3563,0.934970767742997,0.936583858657924
"305",121,4112,0.936583858657924,0.938461785394706
"306",121,4122,0.938461785394706,0.945548149961278
"307",121,4132,0.945548149961278,0.947522380633279
"308",121,4133,0.947522380633279,0.951193968163524
"309",121,4134,0.951193968163524,0.956093430867819
"310",121,4136,0.956093430867819,0.957393533993283
"311",121,4137,0.957393533993283,0.963131643466781
"312",121,4150,0.963131643466781,0.965210203401937
"313",121,4215,0.965210203401937,0.968396258592117
"314",121,5314,0.968396258592117,0.970169856065743
"315",121,5315,0.970169856065743,0.973066999450265
"316",121,5422,0.973066999450265,0.974487482494753
"317",121,5491,0.974487482494753,0.976529928454201
"318",121,7111,0.976529928454201,0.981738366283992
"319",121,7113,0.981738366283992,0.987183551287865
"320",121,7124,0.987183551287865,0.988868870154207
"321",121,7129,0.988868870154207,0.990722720907183
"322",121,7212,0.990722720907183,0.993896738105461
"323",121,8116,0.993896738105461,0.995626196275445
"324",121,9249,0.995626196275445,0.998065895967674
"325",121,9259,0.998065895967674,1
"326",122,1114,0,0.0257006559332141
"327",122,1121,0.0257006559332141,0.0553965414430531
"328",122,1131,0.0553965414430531,0.0867024448419797
"329",122,1132,0.0867024448419797,0.178473464519976
"330",122,1133,0.178473464519976,0.586762075134168
"331",122,1136,0.586762075134168,0.608944543828265
"332",122,1152,0.608944543828265,0.632617769827072
"333",122,1162,0.632617769827072,0.682349433512224
"334",122,1163,0.682349433512224,0.768872987477639
"335",122,1226,0.768872987477639,0.794752534287418
"336",122,3541,0.794752534287418,0.834704830053667
"337",122,4122,0.834704830053667,0.863029218843172
"338",122,4131,0.863029218843172,0.916935002981515
"339",122,4150,0.916935002981515,0.946511627906977
"340",122,7212,0.946511627906977,0.972868217054264
"341",122,8113,0.972868217054264,1
"342",123,1112,0,0.0146644541349902
"343",123,1121,0.0146644541349902,0.0603943966348937
"344",123,1132,0.0603943966348937,0.182302319299193
"345",123,1134,0.182302319299193,0.433103075676301
"346",123,1136,0.433103075676301,0.450198741944198
"347",123,1152,0.450198741944198,0.481225639640335
"348",123,1163,0.481225639640335,0.502296144792189
"349",123,1239,0.502296144792189,0.51892872303477
"350",123,2127,0.51892872303477,0.536217342646548
"351",123,3131,0.536217342646548,0.55825261451781
"352",123,3431,0.55825261451781,0.578474124956585
"353",123,3433,0.578474124956585,0.727202562420407
"354",123,3537,0.727202562420407,0.742638829930923
"355",123,3539,0.742638829930923,0.758345232122873
"356",123,3543,0.758345232122873,0.982093929687802
"357",123,7212,0.982093929687802,1
"358",124,1121,0,0.0310184583387495
"359",124,1123,0.0310184583387495,0.0370304172624464
"360",124,1132,0.0370304172624464,0.056788639022488
"361",124,1135,0.056788639022488,0.493273105420512
"362",124,1136,0.493273105420512,0.501657350838425
"363",124,1137,0.501657350838425,0.507425581697647
"364",124,1141,0.507425581697647,0.514006239438451
"365",124,1142,0.514006239438451,0.521041856232939
"366",124,1151,0.521041856232939,0.527281294683479
"367",124,1152,0.527281294683479,0.535210581047706
"368",124,1163,0.535210581047706,0.543497335239828
"369",124,1184,0.543497335239828,0.557292343689068
"370",124,1185,0.557292343689068,0.568601325880671
"371",124,1223,0.568601325880671,0.574597036266736
"372",124,1239,0.574597036266736,0.588570778629923
"373",124,2132,0.588570778629923,0.596305082542571
"374",124,2311,0.596305082542571,0.603714415702587
"375",124,2312,0.603714415702587,0.610473807357338
"376",124,2313,0.610473807357338,0.618663070323671
"377",124,2423,0.618663070323671,0.667766151046406
"378",124,3114,0.667766151046406,0.676751592356688
"379",124,3119,0.676751592356688,0.682698557129858
"380",124,3231,0.682698557129858,0.690514103730664
"381",124,3432,0.690514103730664,0.698053425191733
"382",124,3433,0.698053425191733,0.705284024437801
"383",124,3539,0.705284024437801,0.745076693097621
"384",124,3562,0.745076693097621,0.910535551800338
"385",124,3563,0.910535551800338,0.964870661640452
"386",124,3564,0.964870661640452,0.970443910048096
"387",124,4111,0.970443910048096,0.976797088262056
"388",124,4113,0.976797088262056,0.983718965293124
"389",124,4150,0.983718965293124,1
"390",125,1121,0,0.132952995163091
"391",125,1123,0.132952995163091,0.180081855388813
"392",125,1131,0.180081855388813,0.238992930670966
"393",125,1132,0.238992930670966,0.410145107280169
"394",125,1135,0.410145107280169,0.51246434329654
"395",125,1136,0.51246434329654,0.633263053454049
"396",125,1137,0.633263053454049,0.706064740171152
"397",125,1141,0.706064740171152,0.788912315515317
"398",125,1142,0.788912315515317,0.841002108396379
"399",125,1212,0.841002108396379,0.891355574848071
"400",125,1239,0.891355574848071,0.947786183802555
"401",125,2311,0.947786183802555,1
"402",126,1114,0,0.0046331869215684
"403",126,1121,0.0046331869215684,0.0382237921029393
"404",126,1122,0.0382237921029393,0.0428569790245077
"405",126,1131,0.0428569790245077,0.0521921625744005
"406",126,1132,0.0521921625744005,0.0872507081665654
"407",126,1134,0.0872507081665654,0.0922508801908323
"408",126,1135,0.0922508801908323,0.0975033544732044
"409",126,1136,0.0975033544732044,0.70419853894056
"410",126,1137,0.70419853894056,0.714221819558012
"411",126,1141,0.714221819558012,0.720024771494432
"412",126,1142,0.720024771494432,0.730839363739578
"413",126,1151,0.730839363739578,0.73541520923885
"414",126,1152,0.73541520923885,0.745082973038063
"415",126,1161,0.745082973038063,0.750289574182598
"416",126,1163,0.750289574182598,0.754498434579171
"417",126,1181,0.754498434579171,0.766574538114843
"418",126,1184,0.766574538114843,0.771654988130326
"419",126,1223,0.771654988130326,0.776070277647167
"420",126,1239,0.776070277647167,0.789350551051068
"421",126,2112,0.789350551051068,0.793697030861153
"422",126,2131,0.793697030861153,0.821530557243942
"423",126,2132,0.821530557243942,0.850694404624012
"424",126,2311,0.850694404624012,0.855029416149638
"425",126,2313,0.855029416149638,0.860270422147551
"426",126,2423,0.860270422147551,0.868779889216372
"427",126,3119,0.868779889216372,0.875374152780486
"428",126,3131,0.875374152780486,0.914240168813147
"429",126,3132,0.914240168813147,0.929745289402158
"430",126,3431,0.929745289402158,0.933759188962923
"431",126,3533,0.933759188962923,0.940009403993257
"432",126,3534,0.940009403993257,0.943805406149294
"433",126,3539,0.943805406149294,0.948289505372891
"434",126,3543,0.948289505372891,0.959838067823434
"435",126,3562,0.959838067823434,0.964723557003108
"436",126,4134,0.964723557003108,0.971386630273977
"437",126,4136,0.971386630273977,0.97714370907256
"438",126,4150,0.97714370907256,0.981960388545477
"439",126,4214,0.981960388545477,0.987098179983256
"440",126,5245,0.987098179983256,0.994265857770336
"441",126,7212,0.994265857770336,1
"442",127,1121,0,0.0260551978613653
"443",127,1131,0.0260551978613653,0.289656990097519
"444",127,1132,0.289656990097519,0.305960314770887
"445",127,1136,0.305960314770887,0.319929214202342
"446",127,1151,0.319929214202342,0.33491471817463
"447",127,1161,0.33491471817463,0.35042735042735
"448",127,1163,0.35042735042735,0.378026281109982
"449",127,1223,0.378026281109982,0.398132459806469
"450",127,3537,0.398132459806469,0.414360480439776
"451",127,4122,0.414360480439776,0.459542904476825
"452",127,4211,0.459542904476825,0.473059979667909
"453",127,4212,0.473059979667909,0.489024436161
"454",127,4214,0.489024436161,0.937422342708686
"455",127,4215,0.937422342708686,0.971911593056968
"456",127,4217,0.971911593056968,0.988629089950676
"457",127,8219,0.988629089950676,1
"458",130,1121,0,0.0197564549542721
"459",130,1131,0.0197564549542721,0.149512404628366
"460",130,1142,0.149512404628366,0.171441564347431
"461",130,1151,0.171441564347431,0.235157394775403
"462",130,1239,0.235157394775403,0.257389722601182
"463",130,2329,0.257389722601182,0.285180132383407
"464",130,4121,0.285180132383407,0.897731292001415
"465",130,4122,0.897731292001415,0.977767672174221
"466",130,4132,0.977767672174221,1
"467",131,1111,0,0.00966451364118384
"468",131,1112,0.00966451364118384,0.030849320350911
"469",131,1114,0.030849320350911,0.0423937144509785
"470",131,1121,0.0423937144509785,0.0551913621903017
"471",131,1131,0.0551913621903017,0.124144413380893
"472",131,1133,0.124144413380893,0.133929432179697
"473",131,1135,0.133929432179697,0.142533500433819
"474",131,1136,0.142533500433819,0.196664417237058
"475",131,1142,0.196664417237058,0.216764677528198
"476",131,1151,0.216764677528198,0.8229538224236
"477",131,1152,0.8229538224236,0.851826858189531
"478",131,1161,0.851826858189531,0.872336836016582
"479",131,1163,0.872336836016582,0.891135640605418
"480",131,2132,0.891135640605418,0.902607731610913
"481",131,3131,0.902607731610913,0.912296346283621
"482",131,3534,0.912296346283621,0.922466981586812
"483",131,3539,0.922466981586812,0.930805938494168
"484",131,4123,0.930805938494168,0.97989973970886
"485",131,4150,0.97989973970886,1
"486",132,1111,0,0.0420290755467197
"487",132,1113,0.0420290755467197,0.0545166500994036
"488",132,1131,0.0545166500994036,0.0678740059642147
"489",132,1132,0.0678740059642147,0.0797403081510934
"490",132,1173,0.0797403081510934,0.0925074552683897
"491",132,1174,0.0925074552683897,0.102851640159046
"492",132,2432,0.102851640159046,0.115929423459245
"493",132,3312,0.115929423459245,0.131771868787276
"494",132,3314,0.131771868787276,0.147303677932406
"495",132,3551,0.147303677932406,0.158269135188867
"496",132,3561,0.158269135188867,0.255187624254473
"497",132,3564,0.255187624254473,0.268886679920477
"498",132,4111,0.268886679920477,0.880498260437376
"499",132,4112,0.880498260437376,0.929609840954274
"500",132,4113,0.929609840954274,0.984840954274354
"501",132,4150,0.984840954274354,1
"502",139,1111,0,0.00224920813429217
"503",139,1112,0.00224920813429217,0.00901230873992757
"504",139,1114,0.00901230873992757,0.0111222310493897
"505",139,1121,0.0111222310493897,0.0237508125006448
"506",139,1122,0.0237508125006448,0.0281047842101462
"507",139,1131,0.0281047842101462,0.0747500593254439
"508",139,1132,0.0747500593254439,0.122127874704662
"509",139,1134,0.122127874704662,0.124635019551603
"510",139,1135,0.124635019551603,0.148133054073852
"511",139,1136,0.148133054073852,0.160622349700278
"512",139,1137,0.160622349700278,0.162742589478246
"513",139,1141,0.162742589478246,0.199101348493134
"514",139,1142,0.199101348493134,0.208134292170073
"515",139,1151,0.208134292170073,0.260227190656501
"516",139,1152,0.260227190656501,0.51502223414463
"517",139,1161,0.51502223414463,0.528140895349917
"518",139,1163,0.528140895349917,0.5377722522002
"519",139,1181,0.5377722522002,0.541780588714753
"520",139,1182,0.541780588714753,0.544179400142381
"521",139,1183,0.544179400142381,0.579573475851965
"522",139,1184,0.579573475851965,0.5863365764576
"523",139,1185,0.5863365764576,0.58861673699741
"524",139,1223,0.58861673699741,0.591423088431023
"525",139,1226,0.591423088431023,0.593930233277963
"526",139,1231,0.593930233277963,0.596086584195702
"527",139,1234,0.596086584195702,0.598593729042642
"528",139,1239,0.598593729042642,0.605888179276333
"529",139,2317,0.605888179276333,0.618392951105517
"530",139,2319,0.618392951105517,0.620518349617738
"531",139,2411,0.620518349617738,0.624975496012298
"532",139,2419,0.624975496012298,0.627033830979231
"533",139,2421,0.627033830979231,0.632326692322772
"534",139,2422,0.632326692322772,0.642644160828699
"535",139,2423,0.642644160828699,0.650836230822405
"536",139,2444,0.650836230822405,0.653126708830721
"537",139,2452,0.653126708830721,0.655365599496508
"538",139,3114,0.655365599496508,0.657666394973329
"539",139,3232,0.657666394973329,0.659647348926467
"540",139,3532,0.659647348926467,0.661808858578459
"541",139,3534,0.661808858578459,0.671352516946442
"542",139,3537,0.671352516946442,0.675923155494568
"543",139,3539,0.675923155494568,0.680431889231658
"544",139,3541,0.680431889231658,0.682598557617903
"545",139,3542,0.682598557617903,0.684584670305294
"546",139,3543,0.684584670305294,0.691430310658977
"547",139,3561,0.691430310658977,0.693514439297174
"548",139,3562,0.693514439297174,0.701443413843979
"549",139,3563,0.701443413843979,0.707613260010524
"550",139,3564,0.707613260010524,0.71213231121612
"551",139,4111,0.71213231121612,0.716161282667685
"552",139,4112,0.716161282667685,0.722351763771241
"553",139,4113,0.722351763771241,0.727366053465122
"554",139,4114,0.727366053465122,0.734056931791216
"555",139,4121,0.734056931791216,0.736161695366425
"556",139,4122,0.736161695366425,0.772339898682459
"557",139,4123,0.772339898682459,0.776564902035637
"558",139,4131,0.776564902035637,0.781594667932276
"559",139,4132,0.781594667932276,0.808363339970905
"560",139,4133,0.808363339970905,0.814889138800904
"561",139,4134,0.814889138800904,0.819062554811551
"562",139,4136,0.819062554811551,0.82396851108612
"563",139,4150,0.82396851108612,0.95738885507052
"564",139,4213,0.95738885507052,0.961350762976796
"565",139,4214,0.961350762976796,0.963104732622804
"566",139,4215,0.963104732622804,0.980329746293449
"567",139,4216,0.980329746293449,0.982960700762461
"568",139,7111,0.982960700762461,0.984957130918358
"569",139,7125,0.984957130918358,0.987686101338176
"570",139,7129,0.987686101338176,0.990208722387875
"571",139,7212,0.990208722387875,0.995754361709811
"572",139,8111,0.995754361709811,0.997828172879502
"573",139,9224,0.997828172879502,1
"574",140,1112,0,0.011376066506235
"575",140,1121,0.011376066506235,0.0534425102353346
"576",140,1122,0.0534425102353346,0.0679438697377879
"577",140,1123,0.0679438697377879,0.0799762477732287
"578",140,1132,0.0799762477732287,0.11147920117511
"579",140,1141,0.11147920117511,0.13179360565053
"580",140,1161,0.13179360565053,0.646216832828078
"581",140,1162,0.646216832828078,0.70162827765103
"582",140,1163,0.70162827765103,0.731662343344688
"583",140,1239,0.731662343344688,0.761008844579179
"584",140,2423,0.761008844579179,0.778104197268494
"585",140,3511,0.778104197268494,0.789886551864237
"586",140,3542,0.789886551864237,0.802887770728506
